conversation_id,source_conversation_id,utterance_id,turn_id,speaker_role,speaker_id,start_time,end_time,duration,text,points_scored,satisfaction,m6_satisfaction,opponent_likeness,m7_likeness,outcome,is_deal,observed_outcome_json,outcome_correction_note,m1_joint_utility,m2_fairness_abs_diff,m3_p2_advantage,m4_high_joint,m5_pareto_efficient
278,utterance_3914,utterance_3915,2,participant_2,1,4.8,8,3.2,"Hello, so am I. What were you thinking?",17,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,36,2,0,0,0
278,utterance_3914,utterance_3916,3,participant_1,0,8,12.8,4.8,So your top priority is firewood and your bottom priority is food?,19,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,0,0,0
278,utterance_3914,utterance_3917,4,participant_2,1,12.8,13.8,1,Yes,17,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,36,2,0,0,0
278,utterance_3914,utterance_3918,5,participant_1,0,13.8,33,19.2,"☹️ That's too bad, but I'm sure we can work something out. Firewood is really helpful to me because I get really cold and can use it to cook food and boil water. What about I get 3 firewood, and then you get 2 of the other two?",19,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,0,0,0
278,utterance_3914,utterance_3919,6,participant_2,1,33,46.2,13.2,That doesn't work for me. I need at least some of the firewood because mine got wet. I'm worried that the wood i do have won;t dry in time to be useful. ☹️,17,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,36,2,0,0,0
278,utterance_3914,utterance_3920,7,participant_1,0,46.2,63,16.8,"Hmm, okay. Well how about this instead. You get 2 firewood, since that's your most desired and you want to dry your food (makes sense!), and then I'll take 2 water and 2 food, since I'm taking a haircut on the firewood.",19,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,0,0,0
278,utterance_3914,utterance_3921,8,participant_2,1,63,73.4,10.4,"That sounds like it could work. I wasn't too concerned with the water or the food. If you're sure, I'm willing to take your offered deal🙂",17,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,36,2,0,0,0
278,utterance_3914,utterance_3922,9,participant_1,0,73.4,93.8,20.4,"Okay, I think that sounds like it works for both of us. I can find a way to make do with less firewood. The food and water can give me the energy I need to collect more. I'll propose this offer next time or you can propose it now (if possible).",19,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,0,0,0
278,utterance_3914,utterance_3923,10,participant_2,1,93.8,101.8,8,"Alright, I can definitely make do with two firewood packages, 1 water package and 1 food package. Thanks for understanding!",17,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,36,2,0,0,0
278,utterance_3914,utterance_3924,11,participant_1,0,101.8,102.8,1,Submit-Deal,19,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,0,0,0
278,utterance_3914,utterance_3925,12,participant_2,1,102.8,103.8,1,Accept-Deal,17,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,36,2,0,0,0
279,utterance_3926,utterance_3926,1,participant_1,0,0,9.2,9.2,"Hello 🙂, I think that I should get all of the food and water packages and you can get all of the firewood.",21,Slightly dissatisfied,0,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,36,6,0,0,0
279,utterance_3926,utterance_3927,2,participant_2,1,9.2,18.4,9.2,Hey! Yeah that doesn't seem very fair. We can split the 9 packages a little more evenly. But I appreciate the suggestion. 🙂,15,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,36,6,0,0,0
279,utterance_3926,utterance_3928,3,participant_1,0,18.4,28.4,10,"Ok, how do you think we should split them? I would like most of the food packages though since I do not hunt or fish.",21,Slightly dissatisfied,0,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,36,6,0,0,0
279,utterance_3926,utterance_3929,4,participant_2,1,28.4,40.4,12,"Okay, I really need food too, but I'll just fish I guess, so, I'll take 1 food package, 2 water, and 2 firewood since I'll have to cook my fish.",15,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,36,6,0,0,0
279,utterance_3926,utterance_3930,5,participant_1,0,40.4,48.4,8,"What if I get 2 food packages, 2 water and 1 firewood, would that be an ok split for you?",21,Slightly dissatisfied,0,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,36,6,0,0,0
279,utterance_3926,utterance_3931,6,participant_2,1,48.4,62,13.6,Not really. I do really need the food packages and I'm giving you 2. I think it's fair for me to have 2 water and 2 firewood since I'm giving you something I need.,15,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,36,6,0,0,0
279,utterance_3926,utterance_3932,7,participant_1,0,62,71.6,9.6,"I am going to need extra water too, how about I get 2 water, 2 food and you can have all of the firewood.",21,Slightly dissatisfied,0,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,36,6,0,0,0
279,utterance_3926,utterance_3933,8,participant_2,1,71.6,85.2,13.6,No thanks. I feel like I am being fair enough with giving you 2 of my priority item. I'll take 3 packages of the food and you can have 3 water and 3 firewood.,15,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,36,6,0,0,0
279,utterance_3926,utterance_3934,9,participant_1,0,85.2,93.2,8,"That is fine , i'll take all of the water and firewood and you can have all of the food.",21,Slightly dissatisfied,0,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,36,6,0,0,0
279,utterance_3926,utterance_3935,10,participant_2,1,93.2,98,4.8,That's a good deal. I appreciate you meeting me in the middle.,15,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,36,6,0,0,0
279,utterance_3926,utterance_3936,11,participant_1,0,98,99,1,Submit-Deal,21,Slightly dissatisfied,0,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,36,6,0,0,0
279,utterance_3926,utterance_3937,12,participant_2,1,99,100,1,Accept-Deal,15,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,36,6,0,0,0
280,utterance_3938,utterance_3938,1,participant_2,1,0,2,2,Do you have any prefrences?,21,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,5,1,0,0
280,utterance_3938,utterance_3939,2,participant_1,0,2,10.4,8.4,I would like to have extra food and water - I will collect firewood on site. Which items do you prefer?,16,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,5,1,0,0
280,utterance_3938,utterance_3940,3,participant_2,1,10.4,35.6,25.2,"I would also like to have some extra food and i would also like to collect fire wood, I woudnt mind some extra water but it doesnt seem nessesary to me right now. Can I offer 1 food, 3 waters and a fire wood. you would get time to focus on other tasks instead of walking around for wood the first day. 🙂",21,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,5,1,0,0
280,utterance_3938,utterance_3941,4,participant_1,0,35.6,55.6,20,"I don't feel right about taking all of the water. I can sacrifice some of the food but I have some blood sugar issues and need to eat to stay on an even keel. How about as a counter offer I get 2 foods, 2 waters and only 1 firewood?🙂",16,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,5,1,0,0
280,utterance_3938,utterance_3942,5,participant_2,1,55.6,90.4,34.8,"I understand, I wouldnt want to disrupt your physical well being but we have an unexpected tag a long coming with us and were needing some extra food to accommodate them. We have the ability to fish onsite, would you possibly be able to stay with one food and accommodate the rest through fish? I would like to try but we are scheduled for group activities with little time to spend on the beautiful lake fishing? My counter is 1 food, 2 waters and 2 fire wood.",21,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,5,1,0,0
280,utterance_3938,utterance_3943,6,participant_1,0,90.4,114.4,24,I think you are making sense and I am starting to get where we are headed. I think it is fun to have tag a longs so I don't want to make that harder. How about 2 foods and 2 waters and then I forfeit all of the firewood? With all that firewood you could have a big bon-fire. 🙂,16,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,5,1,0,0
280,utterance_3938,utterance_3944,7,participant_2,1,114.4,124,9.6,I didnt understand how much is going to me? If I understood correctly I will be getting 2 foods 2 waters and 3 firewoods?,21,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,5,1,0,0
280,utterance_3938,utterance_3945,8,participant_1,0,124,136.8,12.8,"Sorry - did not mean to confuse - I was looking at getting 2 foods and 2 waters for myself. You would end up with 1 food, 1 water and 3 firewoods.",16,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,5,1,0,0
280,utterance_3938,utterance_3946,9,participant_2,1,136.8,146.4,9.6,"☹️ I would like to keep working at this, is there an offer we can agree on that would leave me with two foods?",21,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,5,1,0,0
280,utterance_3938,utterance_3947,10,participant_1,0,146.4,160.4,14,"I can do that - I will go for 1 food, 2 waters and 1 firewood. That will leave you with 2 foods, 1 water and 2 firewoods. I feel good about submitting that deal.🙂",16,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,5,1,0,0
280,utterance_3938,utterance_3948,11,participant_2,1,160.4,165.6,5.2,"I also agree to that deal, thank you! I will submit it now!",21,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,5,1,0,0
280,utterance_3938,utterance_3949,12,participant_1,0,165.6,166.6,1,Submit-Deal,16,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,5,1,0,0
280,utterance_3938,utterance_3950,13,participant_2,1,166.6,167.6,1,Accept-Deal,21,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,37,5,1,0,0
281,utterance_3951,utterance_3951,1,participant_1,0,0,1.6,1.6,"Hey, hows it going?",19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
281,utterance_3951,utterance_3952,2,participant_2,1,1.6,4.4,2.8,"Hi, good thanks! How bout with you?",23,Extremely satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
281,utterance_3951,utterance_3953,3,participant_1,0,4.4,8.4,4,"Doing good, Hopping I can get some Food and Water",19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
281,utterance_3951,utterance_3954,4,participant_2,1,8.4,13.2,4.8,I'm sure that we will be able to work something out 🙂,23,Extremely satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
281,utterance_3951,utterance_3955,5,participant_1,0,13.2,16,2.8,Is their something your more interested in?,19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
281,utterance_3951,utterance_3956,6,participant_2,1,16,19.2,3.2,I'm interested in getting more firewood and water.,23,Extremely satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
281,utterance_3951,utterance_3957,7,participant_1,0,19.2,27.2,8,Okay well I dont really need any firewood. Could I take all the Food and you have All the Firewood?,19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
281,utterance_3951,utterance_3958,8,participant_2,1,27.2,33.6,6.4,"I think that wood work for me, what do you suggest we do with the water?",23,Extremely satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
281,utterance_3951,utterance_3959,9,participant_1,0,33.6,41.2,7.6,"Eh, im in a bit of a rush, so I can just take 1 and you can take 2",19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
281,utterance_3951,utterance_3960,10,participant_2,1,41.2,48.4,7.2,Wow! That is very kind of you. I have a medical condition and have to stay very hydrated.,23,Extremely satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
281,utterance_3951,utterance_3961,11,participant_1,0,48.4,49.4,1,Submit-Deal,19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
281,utterance_3951,utterance_3962,12,participant_2,1,49.4,50.4,1,Accept-Deal,23,Extremely satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
282,utterance_3963,utterance_3963,1,participant_1,0,0,2.4,2.4,Hi! How are you doing today?,16,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,4,1,0,0
282,utterance_3963,utterance_3964,2,participant_2,1,2.4,4,1.6,Good! How are you?,20,Undecided,2,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,36,4,1,0,0
282,utterance_3963,utterance_3965,3,participant_1,0,4,10,6,"I'm good. We are negotiating today on water, firewood and food. Is that your understanding?",16,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,4,1,0,0
282,utterance_3963,utterance_3966,4,participant_2,1,10,18.4,8.4,That is. I need the water because I have a heart condition that requires me to stay as hydrated as possible,20,Undecided,2,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,36,4,1,0,0
282,utterance_3963,utterance_3967,5,participant_1,0,18.4,28.4,10,"I also need the water to stay hydrated. So, it appears we both will need water. How many waters do you think you will need?",16,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,4,1,0,0
282,utterance_3963,utterance_3968,6,participant_2,1,28.4,34.4,6,"I need at least 2 to stay on my feet, otherwise my condition could manifest",20,Undecided,2,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,36,4,1,0,0
282,utterance_3963,utterance_3969,7,participant_1,0,34.4,43.2,8.8,"I would be willing to give two waters. However, I may need concessions in other areas. What is your second highest priority?",16,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,4,1,0,0
282,utterance_3963,utterance_3970,8,participant_2,1,43.2,52.8,9.6,I also need firewood due to my poor circulation. I am on a strict diet though so I do not need any additional food,20,Undecided,2,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,36,4,1,0,0
282,utterance_3963,utterance_3971,9,participant_1,0,52.8,69.2,16.4,"Okay, I also need firewood due to my health. The nights are very cold, and I don't want to get sick. Since I conceded two waters, I would be willing to give you one firewood and keep two firewood for myself.",16,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,4,1,0,0
282,utterance_3963,utterance_3972,10,participant_2,1,69.2,70.8,1.6,what about the food?,20,Undecided,2,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,36,4,1,0,0
282,utterance_3963,utterance_3973,11,participant_1,0,70.8,79.2,8.4,"I am really flexible on the food. So, I would be happy to give you whatever amount of food you need.",16,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,4,1,0,0
282,utterance_3963,utterance_3974,12,participant_2,1,79.2,80.2,1,Submit-Deal,20,Undecided,2,Slightly dislike,0,deal,1,deal,deal_or_accept_deal,36,4,1,0,0
282,utterance_3963,utterance_3975,13,participant_1,0,80.2,81.2,1,Accept-Deal,16,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,4,1,0,0
283,utterance_3976,utterance_3976,1,participant_2,1,0,1,1,Hello!,19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
283,utterance_3976,utterance_3977,2,participant_1,0,1,2.2,1.2,Hello there 🙂,17,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
283,utterance_3976,utterance_3978,3,participant_2,1,2.2,8.2,6,Looks like we're ready to go camping. Have you thought about what supplies you prefer?,19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
283,utterance_3976,utterance_3979,4,participant_1,0,8.2,19,10.8,I have! The one thing I'm worried about is if I have enough food so that's a big concern for me since I have a large family.,17,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
283,utterance_3976,utterance_3980,5,participant_2,1,19,31.4,12.4,I have the same concern as we are going to have a large group as well. We'll have to split the food somehow 2 and 1. What is your next priority?,19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
283,utterance_3976,utterance_3981,6,participant_1,0,31.4,38.2,6.8,I'm more concerned about firewood since it's going to be cold when we go. What about you?,17,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
283,utterance_3976,utterance_3982,7,participant_2,1,38.2,50.2,12,That is my second biggest need as well. So well need to split that 2 and 1 as well. So I'm guessing water is not that important to you either.,19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
283,utterance_3976,utterance_3983,8,participant_1,0,50.2,61.8,11.6,Not really. I just want to make sure I have food since it's my kids first time going and I don't want to hear them cry about being hungy.,17,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
283,utterance_3976,utterance_3984,9,participant_2,1,61.8,86.2,24.4,So I would suggest this as a compromise... You take the 2 food. Kids experience is very meaningful to me. To be fair I'll take the 2 firewood and two water. so we end up with an even split where you get you more of the most important item and I get more of the lesser items. Does that sound fair?,19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
283,utterance_3976,utterance_3985,10,participant_1,0,86.2,92.6,6.4,So I'd get 1 water 1 firewood and 2 food? I think that will work. 🙂,17,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
283,utterance_3976,utterance_3986,11,participant_2,1,92.6,93.6,1,Submit-Deal,19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
283,utterance_3976,utterance_3987,12,participant_1,0,93.6,94.6,1,Accept-Deal,17,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
284,utterance_3988,utterance_3988,1,participant_2,1,0,12.4,12.4,"Hello i'm excited for this trip and was wondering if i could take 2 food, 1 firewood, and 2 water. That would leave you 1 food, 2 firewood, and 1 water",19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
284,utterance_3988,utterance_3989,2,participant_1,0,12.4,22.4,10,I'm going to need either 2 or the water or 2 of the food. you could take a second firewood for one or the other.,17,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
284,utterance_3988,utterance_3990,3,participant_2,1,22.4,27.6,5.2,Can i ask why you need 2 more of the food or water?,19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
284,utterance_3988,utterance_3991,4,participant_1,0,27.6,38,10.4,I am a diabetic and need to keep my blood sugar in order. Is there a particular reason why you need two waters and two food?,17,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
284,utterance_3988,utterance_3992,5,participant_2,1,38,44.8,6.8,I need 2 waters because i get really bad kidney stones if i don't drink enough water.,19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
284,utterance_3988,utterance_3993,6,participant_1,0,44.8,51.6,6.8,"What if I took all the food, you took all the water and 2 of the firewood?",17,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
284,utterance_3988,utterance_3994,7,participant_2,1,51.6,62.8,11.2,"Not bad deal but could we do 1 food for me, 2 firewood and 2 waters for me, and you would get 2 food, 1 firewood and water?",19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
284,utterance_3988,utterance_3995,8,participant_1,0,62.8,66,3.2,I think that would be fine with me.,17,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
284,utterance_3988,utterance_3996,9,participant_2,1,66,74,8,🙂 Yes i'm so glad that we could come to this arrangement. I hope you have a wonderful camping trip.,19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
284,utterance_3988,utterance_3997,10,participant_1,0,74,76.8,2.8,Thanks! Best of luck to you too!!,17,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
284,utterance_3988,utterance_3998,11,participant_2,1,76.8,77.8,1,Submit-Deal,19,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
284,utterance_3988,utterance_3999,12,participant_1,0,77.8,78.8,1,Accept-Deal,17,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,36,2,1,0,0
285,utterance_4000,utterance_4000,1,participant_1,0,0,1.6,1.6,"Hi, how are you?",20,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,38,2,0,1,1
285,utterance_4000,utterance_4001,2,participant_2,1,1.6,3.6,2,"I'm well, how are you?",18,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,38,2,0,1,1
285,utterance_4000,utterance_4002,3,participant_1,0,3.6,6.8,3.2,"Im great, im so excited to go camping.",20,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,38,2,0,1,1
285,utterance_4000,utterance_4003,4,participant_2,1,6.8,10,3.2,"Me too, but it might get cold here.",18,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,38,2,0,1,1
285,utterance_4000,utterance_4004,5,participant_1,0,10,14.4,4.4,"I was thinking the same thing, extra firewood would be great",20,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,38,2,0,1,1
285,utterance_4000,utterance_4005,6,participant_2,1,14.4,22.4,8,I have a lot of other supplies but think I need a lot of wood to keep the fire going.,18,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,38,2,0,1,1
285,utterance_4000,utterance_4006,7,participant_1,0,22.4,26.4,4,"How about water, will you be needing alot of that?",20,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,38,2,0,1,1
285,utterance_4000,utterance_4007,8,participant_2,1,26.4,34.8,8.4,"Nah, I think I'm good on water. You can have all of the rest if I could get some extra wood.",18,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,38,2,0,1,1
285,utterance_4000,utterance_4008,9,participant_1,0,34.8,45.2,10.4,"Wood is really important for me as well but i am ok with you getting 2 of those, if i get 3 waters and one food?",20,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,38,2,0,1,1
285,utterance_4000,utterance_4009,10,participant_2,1,45.2,51.2,6,"Yeah, I could use that food. Thanks. That sounds like a good deal to me.",18,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,38,2,0,1,1
285,utterance_4000,utterance_4010,11,participant_1,0,51.2,52.2,1,Submit-Deal,20,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,38,2,0,1,1
285,utterance_4000,utterance_4011,12,participant_2,1,52.2,53.2,1,Accept-Deal,18,Slightly satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,38,2,0,1,1
286,utterance_4012,utterance_4012,1,participant_2,1,0,3.6,3.6,Hello. What are your preferences for the extra packages?,23,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
286,utterance_4012,utterance_4013,2,participant_1,0,3.6,20.4,16.8,"Hi there! After reviewing how the weather has been in the area, I will be in a high need of firewood. They have gotten a lot of rain, so all the wood I would scavenge for is probably too wet to use!",19,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
286,utterance_4012,utterance_4014,3,participant_2,1,20.4,32.8,12.4,"I understand. You can have 2 firewood packages, If I can have 2 food packages. I am in the early pregnancy months so the food is a high need for me.",23,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
286,utterance_4012,utterance_4015,4,participant_1,0,32.8,46,13.2,Congratulations to you! I am willing to give you 2 of the food packages as I'm sure there will be a lot of fish in the stream nearby that I can fish for!,19,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
286,utterance_4012,utterance_4016,5,participant_2,1,46,56.4,10.4,Thank you! So you would have 2 firewood packages and 1 food package. I will have 1 firewood package and 2 food packages. Is that correct?,23,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
286,utterance_4012,utterance_4017,6,participant_1,0,56.4,60.4,4,Yes! That sounds great! Now what is your water needs??,19,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
286,utterance_4012,utterance_4018,7,participant_2,1,60.4,67.6,7.2,"I do sweat excessively, I often have issues with dehydration because of this. What are your water needs?",23,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
286,utterance_4012,utterance_4019,8,participant_1,0,67.6,92.4,24.8,"Well due to the high amount of rain the area has received and a stream nearby, I could let you have all 3 packages of the water. I would then ask if I could have all 3 packages of the wood to make sure I had plenty to boil water with that is safe to drink. Do you think that sounds fair??",19,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
286,utterance_4012,utterance_4020,9,participant_2,1,92.4,97.2,4.8,Yes! That sounds fair and sounds like we have a deal. 🙂,23,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
286,utterance_4012,utterance_4021,10,participant_1,0,97.2,102.4,5.2,Great! I hope you have a great time on your camping trip! 🙂,19,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
286,utterance_4012,utterance_4022,11,participant_2,1,102.4,103.4,1,Submit-Deal,23,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
286,utterance_4012,utterance_4023,12,participant_1,0,103.4,104.4,1,Accept-Deal,19,Extremely satisfied,1,Extremely like,1,deal,1,deal,deal_or_accept_deal,42,4,1,1,1
287,utterance_4024,utterance_4024,1,participant_2,1,0,1.6,1.6,Hello! How are you?,18,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,38,2,0,1,1
287,utterance_4024,utterance_4025,2,participant_1,0,1.6,3.2,1.6,Hi how are you,20,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,38,2,0,1,1
287,utterance_4024,utterance_4026,3,participant_2,1,3.2,6.4,3.2,Good. Where are you thinking of going camping/,18,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,38,2,0,1,1
287,utterance_4024,utterance_4027,4,participant_1,0,6.4,10.8,4.4,I like going camping out in usual and popular camping sites,20,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,38,2,0,1,1
287,utterance_4024,utterance_4028,5,participant_2,1,10.8,16.4,5.6,Are you thinking the forest? Or the desert? Or wet places or dry places?,18,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,38,2,0,1,1
287,utterance_4024,utterance_4029,6,participant_1,0,16.4,18,1.6,The forest and you?,20,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,38,2,0,1,1
287,utterance_4024,utterance_4030,7,participant_2,1,18,24.8,6.8,I was thinking of going desert camping! I will definitely need lots of water to stay hydrated!,18,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,38,2,0,1,1
287,utterance_4024,utterance_4031,8,participant_1,0,24.8,28.4,3.6,Same here so how would you like to negotiate.,20,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,38,2,0,1,1
287,utterance_4024,utterance_4032,9,participant_2,1,28.4,36,7.6,Same here what? You just said you were going to the forest. Won't there be natural water available there?,18,Slightly satisfied,1,Slightly like,1,deal,1,deal,deal_or_accept_deal,38,2,0,1,1
