conversation_id,turn_id,speaker_role,speaker_id,start_time,end_time,text,outcome,is_deal
28,9,candidate,0,98.8,107.6,I disagree with the offer. I would like a workday of 8 hours and I would like a position of project manager,deal,1
28,10,employer,1,125.2,133.6,"Sorry, as I said again, if you want to be a project manger, you need to work at least 10 hours.",deal,1
28,11,candidate,0,150.4,173.6,I disagree. I want a workday of 8 hours and I would like a position of programmer I would like a position of programmer,deal,1
28,12,employer,1,173.6,175.2,For how many hours?,deal,1
28,13,candidate,0,175.2,178,I want a workday of 8 hours,deal,1
28,14,employer,1,178,184,"I see, but employees that work 9 hours, get a leased car and a track",deal,1
28,15,candidate,0,190,198.8,I accept the previous offer. I would like to continue and discuss another issue. I am expecting a position of project manager,deal,1
28,16,employer,1,207.6,212.4,"You said you wanted to be a Programmer, not a Project Manager",deal,1
28,17,candidate,0,212.4,221.2,"I accept programmer position. Now let's talk about how we can agree on other issues. I would like a salary of 120,000",deal,1
28,18,employer,1,230,236.8,"You understand Programmers, do not make that much money. The average pay of a Programmer is $60,000",deal,1
28,19,candidate,0,243.6,244.8,"I refuse 60,000",deal,1
28,20,employer,1,244.8,255.6,"I will give 90,000, give u a team manger position, without a leased car, HOWEVER u get a Pension Fund, a Track, but you work 9 hours",deal,1
28,21,candidate,0,288,364,"I refuse. I would like a workday of 8 hours, I would like a company car, I am willing to have a position of project manager and I am expecting a salary of 120,000 I want a pension of 20% I am expecting a pension of 20% I would like a pension of 20%",deal,1
28,22,employer,1,364,365.6,"Fine, pension of 20%.",deal,1
28,23,candidate,0,365.6,368,"I want a salary of 120,000",deal,1
28,24,employer,1,368,372.4,"How about 90,000, I just gave you a 20% pension fund.",deal,1
28,25,candidate,0,372.4,380,"I agree with a salary of 90,000. Let's proceed to another issue. I am expecting a fast promotion track",deal,1
28,26,employer,1,387.6,392.8,That is fine. We didn't decide on a Leased Car and Working Hours,deal,1
28,27,candidate,0,392.8,395.2,I would like a company car,deal,1
28,28,employer,1,395.2,398.8,"Fine, but you will need to work 9 hours.",deal,1
28,29,candidate,0,402.4,404.4,I agree with the offer,deal,1
28,30,employer,1,404.4,409.2,"I will let you be a team Manger or QA, your choice",deal,1
28,31,candidate,0,409.2,412,I want a position of project manager,deal,1
28,32,employer,1,412,413.6,QA or Team Manger,deal,1
28,33,candidate,0,413.6,415.6,I accept the previous offer,deal,1
29,1,candidate,0,0,10.8,Hello. I would like to discuss the issues of my contract. I would like a position of project manager I am expecting a position of project manager,deal,1
29,2,employer,1,10.8,14.8,"Understood!  The introductory salary is 60,000 USD, is this acceptable?",deal,1
29,3,candidate,0,14.8,22.4,"I accept 60,000. I would like to continue and discuss another issue. I want a position of project manager",deal,1
29,4,employer,1,30,31.6,I accept project manager.,deal,1
29,5,candidate,0,31.6,33.6,I want a company car,deal,1
29,6,employer,1,33.6,38,"I do not accept leased car, can you manage without one?",deal,1
29,7,candidate,0,42.4,53.2,I reject no company car. I would like a company car I demand a company car,deal,1
29,8,employer,1,53.2,58,I accept company car. Will you be able to work 10 hours?,deal,1
29,9,candidate,0,62.8,71.2,I reject the previous offer. I want no agreement on leased car and I am expecting a workday of 8 hours,deal,1
29,10,employer,1,88,91.2,I reject 8 hours.  I offer 9 hours.,deal,1
29,11,candidate,0,94.4,104,I agree with a workday of 9 hours. Now let's talk about how we can agree on other issues. I demand a company car,deal,1
29,12,employer,1,113.6,116.4,I offer no agreement on company car.,deal,1
29,13,candidate,0,116.4,121.6,I reject no agreement on leased car. I would like a company car,deal,1
29,14,employer,1,126.8,128.8,I offer 10% pension fund.,deal,1
29,15,candidate,0,128.8,133.6,I reject a pension of 10%. I demand a pension of 20%,deal,1
29,16,employer,1,138.4,140,I accept company car.,deal,1
29,17,candidate,0,140,146.8,I accept a company car. Let's proceed to another issue. I am expecting a fast promotion track,deal,1
29,18,employer,1,153.6,155.6,I accept fast promotion track.,deal,1
29,19,candidate,0,155.6,158.4,I would like a pension of 20%,deal,1
29,20,employer,1,158.4,160.4,I offer pension of 10%.,deal,1
29,21,candidate,0,160.4,165.2,I refuse 10%. I am willing to have a pension of 20%,deal,1
29,22,employer,1,170,171.2,I accept 20%.,deal,1
30,1,candidate,0,0,7.6,Hello. I would like to discuss the issues of my contract. I am expecting a position of project manager,deal,1
30,2,employer,1,7.6,13.2,We currently have a postion open for a project manger.  W're considering several people.,deal,1
30,3,candidate,0,13.2,16.4,I would like a position of project manager,deal,1
30,4,employer,1,16.4,23.2,More than likely tho there are more qualified people.  We are in need of several programmers tho.,deal,1
30,5,candidate,0,23.2,37.2,I disagree about a position of programmer. I want a position of project manager I demand a position of project manager,deal,1
30,6,employer,1,37.2,48.8,"What do you think would qualify you as project manager? I do agree that programmer might be a bit low, but Project manager is something we take very seriously.",deal,1
30,7,candidate,0,48.8,51.6,I want a position of project manager,deal,1
30,8,employer,1,51.6,61.2,"If there is not reason that we should offer you that job, I'm sorry, but we can not higher you as a project manager.",deal,1
30,9,candidate,0,61.2,66.8,I demand a position of team manager I want a position of team manager,deal,1
30,10,employer,1,66.8,77.6,We have no open spots for team managers at this moment.  We do however have openings for QA if you are not interesting in being a programmer.,deal,1
30,11,candidate,0,88.4,93.6,I reject a position of qa. I demand a position of project manager,deal,1
30,12,employer,1,98.8,104,"As stated ealier, we do not feel you are suited for project manager.",deal,1
30,13,candidate,0,104,106.8,I want a position of team manager,deal,1
30,14,employer,1,106.8,109.6,We have an opening as a QA.,deal,1
30,15,candidate,0,109.6,114,I refuse qa position. I demand a position of project manager,deal,1
30,16,employer,1,118.4,126,"If we feel you are suited for team manger we may consider you, let's go with that for now.",deal,1
30,17,candidate,0,126,134.8,"I accept team manager position. Now let's talk about how we can agree on other issues. I demand a salary of 120,000",deal,1
30,18,employer,1,143.6,150.4,"A salary of 120,00 is exclusively for project manager, 90,000 would be as high as we allow.",deal,1
30,19,candidate,0,157.2,163.6,"I accept 90,000. I would like to move on. I demand a workday of 8 hours",deal,1
30,20,employer,1,170,176.8,As a team manger you are expected to work more than others.  10 hours would be normal.,deal,1
30,21,candidate,0,176.8,183.6,I accept a workday of 10 hours. Let's discuss another issue. I want a pension of 20%,deal,1
30,22,employer,1,190.4,191.6,That is acceptable.,deal,1
30,23,candidate,0,191.6,194,I want a fast promotion track,deal,1
30,24,employer,1,194,195.6,That is also acceptable.,deal,1
30,25,candidate,0,195.6,200.4,I am expecting a company car I would like a company car,deal,1
30,26,employer,1,200.4,204,This is normally something reserved just for project managers.,deal,1
30,27,candidate,0,204,208,I am willing to have no agreement on leased car,deal,1
30,28,employer,1,208,209.2,That it fine.,deal,1
31,1,candidate,0,0,7.2,Hello. I would like to discuss the issues of my contract. I want a position of project manager,deal,1
31,2,employer,1,7.2,19.6,"Hello, I would like to hire you and here's what I'm willing to offer at the moment. I hope we can reach an agreement soon! Hope to hear from you soon.",deal,1
31,3,candidate,0,19.6,22.8,I am expecting a position of project manager,deal,1
31,4,employer,1,22.8,30.8,"I will put you on the fast promotion track to get there, but you need to prove your worth first.",deal,1
31,5,candidate,0,30.8,39.6,I accept a fast promotion track. I would like to continue and discuss another issue. I want a position of project manager,deal,1
31,6,employer,1,48.4,54.4,How about starting as team manager and working your way up for a few months?,deal,1
31,7,candidate,0,54.4,64.4,"I accept team manager position. Now let's talk about how we can agree on other issues. I am willing to have a salary of 120,000",deal,1
31,8,employer,1,74.4,82,"I'm willing to compromise a bit on the salary, but you need to meet me halfway. How about 90,000?",deal,1
31,9,candidate,0,82,103.6,"I accept a salary of 90,000. Now let's talk about how we can agree on other issues. I am expecting a company car I am willing to have a company car",deal,1
31,10,employer,1,103.6,117.2,All the company cars are used up at the moment. Once you get a promotion you will get a company car. For now You will have to go without a car. Is that ok?,deal,1
31,11,candidate,0,117.2,119.6,I am expecting a company car,deal,1
31,12,employer,1,119.6,124.4,If you accept 10%  then I will give you a company car.,deal,1
31,13,candidate,0,129.2,137.6,I accept the previous offer. I would like to move on. I am willing to have a workday of 8 hours,deal,1
31,14,employer,1,146,151.2,I need you to work 10 hours because you are the team manager.,deal,1
31,15,candidate,0,151.2,154,I reject a workday of 10 hours,deal,1
31,16,employer,1,154,157.2,9 hours is the lowest I will go.,deal,1
31,17,candidate,0,157.2,158.8,I refuse 9 hours,deal,1
31,18,employer,1,158.8,160.4,I hope you reconsider.,deal,1
31,19,candidate,0,160.4,162.8,I want a fast promotion track,deal,1
31,20,employer,1,162.8,170.4,"You asked for 8 hours, I countered with 10 hours. I think it's fair to meet in the middle?",deal,1
31,21,candidate,0,170.4,172,I refuse 9 hours,deal,1
31,22,employer,1,172,179.2,"I gave you a fast promotion track, but you need to work at least 9 hours for me.",deal,1
31,23,candidate,0,186.4,187.4,I disagree,deal,1
31,24,employer,1,187.4,191.8,Is there any way you will work more than 8 hours?,deal,1
31,25,candidate,0,191.8,195,I disagree about a workday of 9 hours,deal,1
31,26,employer,1,195,197.8,"Would you work 10 hours for 120,000?",deal,1
31,27,candidate,0,200.6,202.6,I reject the previous offer,deal,1
31,28,employer,1,202.6,207.4,If I promoted you to project manager would you work 10 hours?,deal,1
31,29,candidate,0,212.2,219.8,I agree. Now let's talk about how we can agree on other issues. I am expecting a company car,deal,1
31,30,employer,1,227.4,231.4,You can have a company car. It's a done deal.,deal,1
32,1,candidate,0,0,7.6,Hello. I would like to discuss the issues of my contract. I would like a position of project manager,deal,1
32,2,employer,1,7.6,8.6,Programmer,deal,1
32,3,candidate,0,8.6,18.2,"I accept a position of programmer. Now let's talk about how we can agree on other issues. I would like a salary of 120,000",deal,1
32,4,employer,1,27.8,28.8,"90,000 USD",deal,1
32,5,candidate,0,28.8,34,"I reject a salary of 90,000. I would like a salary of 120,000",deal,1
32,6,employer,1,39.2,40.2,ok,deal,1
32,7,candidate,0,40.2,42.2,I want a company car,deal,1
32,8,employer,1,42.2,43.2,no,deal,1
32,9,candidate,0,43.2,47.2,I am willing to have no agreement on leased car,deal,1
32,10,employer,1,47.2,48.2,ok,deal,1
32,11,candidate,0,48.2,51,I would like a fast promotion track,deal,1
32,12,employer,1,51,52,ok,deal,1
32,13,candidate,0,52,55.2,I am expecting a workday of 8 hours,deal,1
32,14,employer,1,55.2,56.2,10 hours,deal,1
32,15,candidate,0,56.2,62.6,I disagree about a workday of 10 hours. I am expecting a workday of 8 hours,deal,1
32,16,employer,1,69,70,ok,deal,1
32,17,candidate,0,70,72.8,I am expecting a pension of 20%,deal,1
32,18,employer,1,72.8,73.8,no,deal,1
32,19,candidate,0,73.8,76.2,What do you have to offer?,deal,1
32,20,employer,1,76.2,77.2,10,deal,1
32,21,candidate,0,77.2,82.8,I refuse 10 hours. I am willing to have a workday of 8 hours,deal,1
32,22,employer,1,88.4,89.4,ok,deal,1
32,23,candidate,0,89.4,92.2,I am expecting a pension of 20%,deal,1
32,24,employer,1,92.2,93.2,10%,deal,1
32,25,candidate,0,93.2,94.4,I accept 10%,deal,1
32,26,employer,1,94.4,95.4,0%,deal,1
32,27,candidate,0,95.4,100.6,I disagree about a pension of 0%. I want a pension of 20%,deal,1
32,28,employer,1,105.8,106.8,0%,deal,1
32,29,candidate,0,106.8,113.2,I disagree about a pension of 0%. I am willing to have a pension of 20%,deal,1
32,30,employer,1,119.6,120.6,20%,deal,1
32,31,candidate,0,120.6,123,I accept a pension of 20%,deal,1
33,1,candidate,0,0,7.6,Hello. I would like to discuss the issues of my contract. I am expecting a position of project manager,deal,1
33,2,employer,1,7.6,8.6,hi,deal,1
33,3,candidate,0,8.6,11.8,I am expecting a position of project manager,deal,1
33,4,employer,1,11.8,15.4,ok what working hours do you have to offer?,deal,1
33,5,candidate,0,15.4,18.6,I would like a workday of 8 hours,deal,1
33,6,employer,1,18.6,20.2,cand you do 10?,deal,1
33,7,candidate,0,20.2,26.6,I disagree about a workday of 10 hours. I would like a workday of 8 hours,deal,1
33,8,employer,1,33,34.6,"what else pension, car?",deal,1
33,9,candidate,0,34.6,37.4,I would like a pension of 20%,deal,1
33,10,employer,1,37.4,38.4,without car,deal,1
33,11,candidate,0,38.4,44.8,I accept no company car. Let's discuss another issue. I am expecting a pension of 20%,deal,1
33,12,employer,1,51.2,56.8,"if you work 10 hours you go yourself a deal on 20% pension, deal?",deal,1
33,13,candidate,0,62.4,69.2,I refuse. I am expecting a workday of 8 hours and I want a pension of 10%,deal,1
33,14,employer,1,82.8,87.6,10% but work with me at least work for a 60K salary?,deal,1
33,15,candidate,0,92.4,98.8,"I disagree. I want a salary of 120,000 and I would like a pension of 20%",deal,1
33,16,employer,1,111.6,115.6,what about a fast promotion tract with a 90k slaray,deal,1
33,17,candidate,0,119.6,120.6,I refuse,deal,1
33,18,employer,1,120.6,123.8,can you do 60 or 90k for salary?,deal,1
33,19,candidate,0,123.8,132.6,"I accept 90,000. I would like to continue and discuss another issue. I am willing to have a position of project manager",deal,1
33,20,employer,1,141.4,143.8,you have a pension for 10%,deal,1
33,21,candidate,0,143.8,151.8,I accept 10%. I would like to continue and discuss another issue. I would like a position of project manager,deal,1
33,22,employer,1,159.8,160.8,sure,deal,1
33,23,candidate,0,160.8,163.6,I am expecting a fast promotion track,deal,1
33,24,employer,1,163.6,166,what promotion possibilities do you sek,deal,1
33,25,candidate,0,166,168.8,I would like a fast promotion track,deal,1
34,1,candidate,0,0,6.8,"Hello. I would like to discuss the issues of my contract. I demand a salary of 120,000",deal,1
34,2,employer,1,6.8,8,"120,000 sounds good",deal,1
34,3,candidate,0,8,11.2,I am expecting a position of project manager,deal,1
34,4,employer,1,11.2,12.8,project manager sounds great,deal,1
34,5,candidate,0,12.8,16.4,I am willing to have a pension of 20%,deal,1
34,6,employer,1,16.4,18,Pension of 20% works,deal,1
34,7,candidate,0,18,21.2,I would like a workday of 8 hours,deal,1
34,8,employer,1,21.2,22.8,How about 10 hours?,deal,1
34,9,candidate,0,22.8,31.2,I accept 10 hours. Now let's talk about how we can agree on other issues. I would like a company car,deal,1
34,10,employer,1,39.6,42,I'm afraid that is not doable,deal,1
34,11,candidate,0,42,45.2,I am expecting no agreement on leased car,deal,1
34,12,employer,1,45.2,47.2,"How about 60,000 for Programmer?",deal,1
34,13,candidate,0,49.2,57.2,"I disagree with the offer. I demand a salary of 120,000 and I would like a position of project manager",deal,1
34,14,employer,1,73.2,76.8,I can offer you a pension fund of 10%,deal,1
34,15,candidate,0,76.8,86.4,I accept the offer about the pension fund. Now let's talk about how we can agree on other issues. I demand a company car,deal,1
34,16,employer,1,96,98.8,Programmer offers better promotion possibilities. Please reconsider,deal,1
34,17,candidate,0,98.8,104.8,I reject the offer about the job description. I want a position of project manager,deal,1
34,18,employer,1,110.8,113.6,"Project manager at a salary of 60,000",deal,1
34,19,candidate,0,116.4,117.4,I refuse,deal,1
34,20,employer,1,117.4,119,no company car then,deal,1
34,21,candidate,0,119,125.4,I agree with the offer. Let's proceed to another issue. I want a fast promotion track,deal,1
34,22,employer,1,131.8,132.8,fine,deal,1
34,23,candidate,0,132.8,135.6,"I would like a salary of 120,000",deal,1
34,24,employer,1,135.6,136.8,"how about 90,000?",deal,1
34,25,candidate,0,136.8,146.4,I agree with the offer about the wage. I would like to continue and discuss another issue. I want a position of project manager,deal,1
34,26,employer,1,156,160.8,"I can guarantee fast track promotion possibilities as a programmer at 90,000",deal,1
34,27,candidate,0,170.4,172.4,I reject the previous offer,deal,1
34,28,employer,1,172.4,175.2,What about as a team manager then?,deal,1
34,29,candidate,0,175.2,184.8,I disagree. I demand a position of project manager I am expecting a company car,deal,1
34,30,employer,1,184.8,190.8,"I can give you a company car if you take the programmer position st 60,000",deal,1
34,31,candidate,0,202.8,212.4,"I disagree. I would like a salary of 120,000, I demand a position of project manager and I want no agreement on leased car",deal,1
34,32,employer,1,241.2,244.8,"Team manager, salary of 90,000, no agreement on car",deal,1
34,33,candidate,0,252,262,"I refuse. I demand a salary of 120,000, I am willing to have a position of project manager and I would like a company car",deal,1
34,34,employer,1,292,297.6,"You had said earlier you would accept an offer of 90,000 as team manager",deal,1
34,35,candidate,0,303.2,310.4,"I refuse. I am expecting a salary of 120,000 and I am expecting a position of project manager",deal,1
34,36,employer,1,324.8,328,"sorry - you accepted 90,000 as project manager",deal,1
34,37,candidate,0,331.2,340,I agree with the offer. Now let's talk about how we can agree on other issues. I am expecting a company car,deal,1
34,38,employer,1,348.8,352,I cannot lease a company car to you,deal,1
34,39,candidate,0,352,354.4,I would like a company car,deal,1
34,40,employer,1,354.4,357.2,you are guaranteed fast track promotion tho,deal,1
34,41,candidate,0,357.2,367.6,I agree with a fast promotion track. Now let's talk about how we can agree on other issues. I am willing to have a company car,deal,1
34,42,employer,1,378,379.2,No company car,deal,1
34,43,candidate,0,379.2,382.4,I am expecting no agreement on leased car,deal,1
34,44,employer,1,382.4,383.4,ok,deal,1
35,1,candidate,0,0,8.4,Hello. I would like to discuss the issues of my contract. I am willing to have a position of project manager,deal,1
35,2,employer,1,8.4,13.6,Have you considered any other positions? How flexible are you on this issue?,deal,1
35,3,candidate,0,13.6,16.4,I demand a position of project manager,deal,1
35,4,employer,1,16.4,22.4,Let's get back to that in a moment. What hours are you willing to work?,deal,1
35,5,candidate,0,28.4,37.2,I demand a workday of 8 hours I want a workday of 8 hours I am expecting a workday of 8 hours,deal,1
35,6,employer,1,37.2,42.8,"If I offer you the project manager position, would you accept 9 hour workdays?",deal,1
35,7,candidate,0,48.4,69.6,"I accept the previous offer. Now let's talk about how we can agree on other issues. I want a salary of 120,000 I am willing to have a salary of 120,000",deal,1
35,8,employer,1,69.6,73.6,"That's a little tough for me. How does 90,000 sound?",deal,1
35,9,candidate,0,77.6,88.4,"I refuse 90,000. I would like a salary of 120,000 I am expecting a salary of 120,000",deal,1
35,10,employer,1,88.4,96.8,OK. Let's talk about some other details and get back to salary. Whay kind of promotion possibilities are you looking for?,deal,1
35,11,candidate,0,105.2,111.6,I am expecting a fast promotion track I am willing to have a fast promotion track,deal,1
35,12,employer,1,111.6,117.6,That works for me. How much are you looking to contribute to your pension fund?,deal,1
35,13,candidate,0,123.6,129.2,I would like a pension of 20% I am expecting a pension of 20%,deal,1
35,14,employer,1,129.2,132.8,20% is acceptable. Are you needing a leased car?,deal,1
35,15,candidate,0,136.4,140.8,I would like a company car I want a company car,deal,1
35,16,employer,1,140.8,152.8,"I can give you a company car, but I need you to consider a salary of 90,000. I've been very willing to accomodate you, won't you do this for me?",deal,1
35,17,candidate,0,164.8,165.8,I agree,deal,1
36,1,candidate,0,0,7.6,Hello. I would like to discuss the issues of my contract. I would like a position of project manager,deal,1
36,2,employer,1,7.6,8.6,programmer,deal,1
36,3,candidate,0,8.6,18.6,"I agree with a position of programmer. Now let's talk about how we can agree on other issues. I would like a salary of 120,000",deal,1
36,4,employer,1,28.6,29.6,refuse,deal,1
36,5,candidate,0,29.6,38.8,"I am willing to have a salary of 90,000. But I must change our previous agreement. I want a position of project manager",deal,1
36,6,employer,1,48,49,refuse,deal,1
36,7,candidate,0,49,53,I am willing to have a position of team manager,deal,1
36,8,employer,1,53,54,team manager,deal,1
36,9,candidate,0,54,56.4,"I want a salary of 120,000",deal,1
36,10,employer,1,56.4,57.4,"90,000",deal,1
36,11,candidate,0,57.4,61.4,"I reject 90,000. I am expecting a salary of 120,000",deal,1
36,12,employer,1,65.4,66.4,programmer,deal,1
36,13,candidate,0,66.4,76,"I accept a position of programmer. Now let's talk about how we can agree on other issues. I would like a salary of 120,000",deal,1
36,14,employer,1,85.6,86.6,agreed,deal,1
36,15,candidate,0,86.6,89,I would like a company car,deal,1
36,16,employer,1,89,90,agreed,deal,1
36,17,candidate,0,90,93.6,I am willing to have a fast promotion track,deal,1
36,18,employer,1,93.6,94.6,agreed,deal,1
36,19,candidate,0,94.6,97.8,I am expecting a workday of 8 hours,deal,1
36,20,employer,1,97.8,98.8,10 hours,deal,1
36,21,candidate,0,98.8,103.2,I refuse 10 hours. I want a workday of 8 hours,deal,1
36,22,employer,1,107.6,108.8,refuse. 10 hours,deal,1
36,23,candidate,0,110,116.8,I reject a workday of 10 hours. I am willing to have a workday of 8 hours,deal,1
36,24,employer,1,123.6,124.6,9 hours,deal,1
36,25,candidate,0,124.6,129.4,I reject 9 hours. I am expecting a workday of 8 hours,deal,1
36,26,employer,1,134.2,135.2,10 hours,deal,1
36,27,candidate,0,135.2,140,I refuse 10 hours. I would like a workday of 8 hours,deal,1
36,28,employer,1,144.8,145.8,refuse,deal,1
36,29,candidate,0,145.8,149,I am expecting a workday of 8 hours,deal,1
36,30,employer,1,149,150,9 hours,deal,1
36,31,candidate,0,150,154.4,I reject 9 hours. I demand a workday of 8 hours,deal,1
36,32,employer,1,158.8,160.8,project manager with 10 hours,deal,1
36,33,candidate,0,162.8,170.8,I disagree. I would like a workday of 8 hours and I am willing to have a position of programmer,deal,1
36,34,employer,1,186.8,187.8,agreed,deal,1
36,35,candidate,0,187.8,190.2,I demand a pension of 20%,deal,1
36,36,employer,1,190.2,191.2,refuse,deal,1
36,37,candidate,0,191.2,194,I am expecting a pension of 10%,deal,1
36,38,employer,1,194,195,agreed,deal,1
37,1,candidate,0,0,7.2,Hello. I would like to discuss the issues of my contract. I want a position of project manager,deal,1
37,2,employer,1,10,11.2,You got it.,deal,1
37,3,candidate,0,11.2,14,"I am expecting a salary of 120,000",deal,1
37,4,employer,1,14,15,Okay,deal,1
37,5,candidate,0,15,17,I want a company car,deal,1
37,6,employer,1,17,18,Sounds good,deal,1
37,7,candidate,0,18,21.6,I am willing to have a fast promotion track,deal,1
37,8,employer,1,21.6,22.6,Of course,deal,1
37,9,candidate,0,22.6,25.8,I am expecting a workday of 8 hours,deal,1
37,10,employer,1,25.8,26.8,Perfect,deal,1
37,11,candidate,0,26.8,29.2,I want a pension of 20%,deal,1
38,1,candidate,0,0,7.6,Hello. I would like to discuss the issues of my contract. I am expecting a position of project manager,no_deal,0
38,2,employer,1,7.6,12,"I'd like to offer you $60,000, and the job of programmer",no_deal,0
38,3,candidate,0,16.4,23.2,"I disagree. I want a salary of 90,000 and I am expecting a position of project manager",no_deal,0
38,4,employer,1,36.8,41.2,"I'll give you the job of team manager, but at $60,000",no_deal,0
38,5,candidate,0,45.6,73.6,"I disagree with the offer. I am expecting a salary of 90,000 and I am expecting a position of project manager I want a position of project manager",no_deal,0
38,6,employer,1,73.6,75.2,"9 hours and $90,000",no_deal,0
38,7,candidate,0,76.8,83.6,"I disagree. I want a workday of 8 hours and I would like a salary of 120,000",no_deal,0
38,8,employer,1,97.2,99.2,Lets talk about a car,no_deal,0
38,9,candidate,0,99.2,102.4,I am willing to have a company car,no_deal,0
38,10,employer,1,102.4,110.4,"You're willing to have a free car? You don't say? I'll give you a car, and you work 9 hours",no_deal,0
38,11,candidate,0,118.4,126.8,I agree with the offer. I would like to continue and discuss another issue. I want a position of project manager,no_deal,0
38,12,employer,1,135.2,140.8,"I can't give you that position unless you're taking a pay cut to $60,000",no_deal,0
38,13,candidate,0,146.4,152,"I disagree about a salary of 60,000. I would like a salary of 120,000",no_deal,0
38,14,employer,1,157.6,159.2,Let's figure out pension,no_deal,0
38,15,candidate,0,159.2,162,I would like a pension of 20%,no_deal,0
38,16,employer,1,162,164,I'll agree to the pension,no_deal,0
38,17,candidate,0,164,168,I am willing to have a position of project manager,no_deal,0
38,18,employer,1,168,169.2,How about promosions,no_deal,0
38,19,candidate,0,169.2,171.6,I want a fast promotion track,no_deal,0
38,20,employer,1,174,176,I'll agree to fast track,no_deal,0
38,21,candidate,0,176,178.8,I want a position of project manager,no_deal,0
38,22,employer,1,178.8,180,You've said that.,no_deal,0
38,23,candidate,0,180,183.6,I am willing to have a position of programmer,no_deal,0
38,24,employer,1,183.6,185.2,I agree to programmer,no_deal,0
38,25,candidate,0,185.2,188,"I am expecting a salary of 120,000",no_deal,0
38,26,employer,1,188,190.8,Lastly you probably want to get paid.,no_deal,0
38,27,candidate,0,190.8,193.2,"I want a salary of 120,000",no_deal,0
38,28,employer,1,193.2,195.2,"60,000 sounds better to me",no_deal,0
38,29,candidate,0,195.2,196.4,"I reject 60,000",no_deal,0
38,30,employer,1,196.4,198.4,"I reject you rejecting 60,000",no_deal,0
38,31,candidate,0,198.4,200.8,"I reject a salary of 60,000",no_deal,0
38,32,employer,1,200.8,209.2,"I could not hire you , and you could have a salary of 0. 60,000 is a lot more then 0",no_deal,0
38,33,candidate,0,209.2,211.6,"I reject a salary of 60,000",no_deal,0
38,34,employer,1,211.6,213.6,"Let's make a deal. $90,000",no_deal,0
38,35,candidate,0,213.6,216.4,"I disagree about a salary of 90,000",no_deal,0
38,36,employer,1,216.4,218.4,"90,000 is a good compromise",no_deal,0
38,37,candidate,0,218.4,220.4,I accept the previous offer,no_deal,0
39,1,candidate,0,0,7.6,Hello. I would like to discuss the issues of my contract. I am expecting a position of project manager,no_deal,0
39,2,employer,1,7.6,11.6,We currently are only offering the position of a programmer.,no_deal,0
39,3,candidate,0,11.6,18.4,I disagree about a position of programmer. I am willing to have a position of project manager,no_deal,0
39,4,employer,1,25.2,29.2,"I am willing to offer a salary of 60,000 USD",no_deal,0
39,5,candidate,0,29.2,32.8,"I refuse 60,000. I demand a salary of 120,000",no_deal,0
39,6,employer,1,36.4,42.4,"Unfortunately, that sum is exhorbitant for our firm. I can offer no more than 60,000.",no_deal,0
39,7,candidate,0,48.4,52.4,I am willing to have a position of project manager,no_deal,0
39,8,employer,1,52.4,59.6,"For the moment, we have no openings for project managers. We currently only have an opening for programmers.",no_deal,0
39,9,candidate,0,66.8,72,I reject a position of programmer. I demand a position of project manager,no_deal,0
39,10,employer,1,77.2,80.4,"Unfortunately, we cannot offer contribution to pension funds.",no_deal,0
39,11,candidate,0,80.4,84,I refuse 0%. I demand a pension of 20%,no_deal,0
39,12,employer,1,87.6,94.8,"For us to agree to 20% pension, we will have to justify that by having no leased cars.",no_deal,0
39,13,candidate,0,102,122.8,I agree with the offer. I would like to continue and discuss another issue. I would like a position of project manager I would like a position of project manager,no_deal,0
39,14,employer,1,122.8,131.6,"Once again, project manager position is not on offer. However, we may be able to make you part of the QA team",no_deal,0
39,15,candidate,0,140.4,175.6,I demand a position of team manager. But I must change our previous agreement. I would like a pension of 20% and I want a company car I want a position of project manager,no_deal,0
39,16,employer,1,175.6,185.6,"I am willing to make you project manager, but it can only happen if you take 60,000 and if you work 10 hours per week",no_deal,0
39,17,candidate,0,205.6,210,I reject the previous offer What are you willing to offer?,no_deal,0
39,18,employer,1,210,211.6,"60,000, programmer, 10 hours",no_deal,0
39,19,candidate,0,214.8,219.6,I reject programmer position. I am expecting a position of project manager,no_deal,0
39,20,employer,1,224.4,228.8,"Team manager only if you work 10 hours and take 60,000",no_deal,0
39,21,candidate,0,237.6,241.2,I disagree. I demand a position of project manager,no_deal,0
40,1,candidate,0,0,7.6,Hello. I would like to discuss the issues of my contract. I am expecting a position of project manager,no_deal,0
40,2,employer,1,7.6,12,"With your qualifications, i'd like to offer you a programmer position",no_deal,0
40,3,candidate,0,12,22,"I agree with a position of programmer. Now let's talk about how we can agree on other issues. I am expecting a salary of 120,000",no_deal,0
40,4,employer,1,32,42,"Given that your programmer experience is less than ten years, I'd like to offer 90000 for the position given our generous raises and promotion possibilities.",no_deal,0
40,5,candidate,0,42,50,"I accept 90,000. Now let's talk about how we can agree on other issues. I would like a company car",no_deal,0
40,6,employer,1,58,59.6,We can do that.,no_deal,0
40,7,candidate,0,59.6,66,I am willing to have a fast promotion track I would like a fast promotion track,no_deal,0
40,8,employer,1,66,73.6,A fast promotion track requires lots of working hours. Are you willing to put in 10 hours a day?,no_deal,0
40,9,candidate,0,73.6,85.6,I refuse 10 hours. I am expecting a workday of 8 hours I want a fast promotion track,no_deal,0
40,10,employer,1,85.6,92.8,We expect our new hires on a fast promotion track to put in 10 hours. Would you reconsider?,no_deal,0
