conversation_id,turn_id,speaker_role,speaker_id,start_time,end_time,duration,text,outcome
93,11,participant_2,1,95.2,96.2,1,Submit-Deal,deal
93,12,participant_1,0,96.2,97.2,1,Accept-Deal,deal
94,1,participant_2,1,0,3.6,3.6,How are you enjoying the camping trip so far?,deal
94,2,participant_1,0,3.6,7.6,4,"Hi. It’s great, but very cold here. How about you?",deal
94,3,participant_2,1,7.6,13.6,6,Yes the cold is hard to adjust to I can't seem to shake the chill.,deal
94,4,participant_1,0,13.6,16.4,2.8,I could really use some extra firewood!,deal
94,5,participant_2,1,16.4,20,3.6,So could I. How about we split the firewood?,deal
94,6,participant_1,0,20,28.8,8.8,How about I take 2 firewood but you can have 2 waters? Water is pretty important and I have a little extra.,deal
94,7,participant_2,1,28.8,30,1.2,That sounds fair.,deal
94,8,participant_1,0,30,32,2,How are you on food?,deal
94,9,participant_2,1,32,40.8,8.8,I need extra food. I have recently been ill and my doctor has prescribed extra calories so I can regain my strength.,deal
94,10,participant_1,0,40.8,50,9.2,I’m sorry to hear that! If there are 3 packages of food please take 2 of them. I could stand to eat less!,deal
94,11,participant_2,1,50,52.4,2.4,Thank you. That deal is perfect!🙂,deal
94,12,participant_1,0,52.4,57.2,4.8,Sounds good to me. Let me see how to execute this trade!,deal
94,13,participant_2,1,57.2,58.2,1,Submit-Deal,deal
94,14,participant_1,0,58.2,59.2,1,Accept-Deal,deal
95,1,participant_2,1,0,5.6,5.6,"Hi, I will need alot of water as I need it to stay alive.",deal
95,2,participant_1,0,5.6,15.6,10,"I agree, with camping i feel there are many uncertainties. Finding clean water would be too difficult, best to take as much water as possible.",deal
95,3,participant_2,1,15.6,20,4.4,I will also need some Firewood too to start a fire,deal
95,4,participant_1,0,20,35.2,15.2,"I feel for firewood we dont need as much, as we are going to be camping, with that means, in my opinion, with branches and brush available, maybe we can take 2 fire woods, what do you think?",deal
95,5,participant_2,1,35.2,42,6.8,"Since I got some food already, can I get 3 water, 2 firewood and 0 food then?",deal
95,6,participant_1,0,42,54.8,12.8,"can we do at least one food? if thats okay with you? I would like to have extra food in case something happens, i will be able to have the extra supplies.",deal
95,7,participant_2,1,54.8,58,3.2,"ok, so list out the amount you need",deal
95,8,participant_1,0,58,62,4,"water 3, firewood 2, and food 1, do you agree?",deal
95,9,participant_2,1,62,66,4,"so you need 3 water, 2 firewood and 1 food?",deal
95,10,participant_1,0,66,78,12,"Yes, I need 3 waters and 2 firewood and 1 food. I really believe the extra supplies will bring comfort in case something were to happen. what are your thoughts?",deal
95,11,participant_2,1,78,83.2,5.2,"sorry, but I need alot of water too, you cannot get all 3",deal
95,12,participant_1,0,83.2,87.6,4.4,"would you compromise with 2 waters, 2 firewood, and 0 food?",deal
95,13,participant_2,1,87.6,93.2,5.6,"most i can do is you get 2 water, 1 firewood and 0 food",deal
95,14,participant_1,0,93.2,99.2,6,"Yes, thats fine, 2 waters, 1 firewood and 0 food, do we have a deal?",deal
95,15,participant_2,1,99.2,103.2,4,"yes, you get 2 waters, 1 firewood and 0 food",deal
95,16,participant_1,0,103.2,106.4,3.2,"Thank you so much, submitting deal. thank you",deal
95,17,participant_2,1,106.4,107.4,1,Submit-Deal,deal
95,18,participant_1,0,107.4,108.4,1,Accept-Deal,deal
96,1,participant_2,1,0,6.4,6.4,Hello. I'm looking forward to striking a deal with you that makes both of us happy!,deal
96,2,participant_1,0,6.4,8.4,2,Sure I am waiting too!,deal
96,3,participant_2,1,8.4,14,5.6,"So tell me, which is most important to you? What can't you live without?",deal
96,4,participant_1,0,14,22,8,The most important is water because I have kidney problem so i need some more water.Without water I can't live.,deal
96,5,participant_2,1,22,37.2,15.2,"I understand that completely. Would you be willing to take 2 waters, and I take 1 water? I still do need some water for my family. I can't have anyone getting heat stroke. But you can have more.",deal
96,6,participant_1,0,37.2,40,2.8,Okay.But I need whole water to survive.,deal
96,7,participant_2,1,40,54,14,"Of course. So, what about food? I will definitely need the food. I have a big family, and we all need to eat. I can't have people starving. Can I take all of the food?",deal
96,8,participant_1,0,54,55.6,1.6,Okay I accept that.,deal
96,9,participant_2,1,55.6,64.4,8.8,"Wonderful. And what about the firewood? I would like 2 firewood, and I can give you 1 firewood. Will you accept that?",deal
96,10,participant_1,0,64.4,66.4,2,Okay I accept your deal.,deal
96,11,participant_2,1,66.4,67.4,1,Submit-Deal,deal
96,12,participant_1,0,67.4,68.4,1,Accept-Deal,deal
97,1,participant_1,0,0,2.4,2.4,Hello there! How are you today?,deal
97,2,participant_2,1,2.4,5.2,2.8,I am fine . How about you?,deal
97,3,participant_1,0,5.2,11.2,6,I am doing well so far. 🙂 What items are of preference for you today?,deal
97,4,participant_2,1,11.2,21.6,10.4,I need a lot of food today. I was advised to eat at least 4 times a day so i may need all the food packages.,deal
97,5,participant_1,0,21.6,32.8,11.2,Well that is not going to work well for my family of 8 now is it? Haha. I think we can come to some sort of agreement though.🙂,deal
97,6,participant_2,1,32.8,34.4,1.6,What do you propose?,deal
97,7,participant_1,0,34.4,46.8,12.4,"I really need food too, but I am willing to deal and let my kids go hungry I guess ☹️ I propose I get one food, 3 firewood and 1 water.",deal
97,8,participant_2,1,46.8,53.6,6.8,Will you please give me one firewood? I may run out of what i have. Just one.,deal
97,9,participant_1,0,53.6,67.2,13.6,I think I will need all the firewood since you are taking 2 foods. I will need to hunt and cook food from the land meaning I need my fire going all the time.,deal
97,10,participant_2,1,67.2,72.4,5.2,I need one more to light a fire to scare away animals. Please😮,deal
97,11,participant_1,0,72.4,77.2,4.8,"Then How about I get two foods, 1 firewood and 1 water?",deal
97,12,participant_2,1,77.2,84.4,7.2,Like i said food is my top priority so i will not do well with less than 2.,deal
97,13,participant_1,0,84.4,88,3.6,Then you get two food and no firewood here.😮,deal
97,14,participant_2,1,88,92,4,You mean you can't let up one firewood for me?,deal
97,15,participant_1,0,92,108,16,"Not this time, I really need all the firewood and food is a large need for my family of 8. We need the firewood to cook all our meals from the animals we hunt since we are short on food.",deal
97,16,participant_2,1,108,110.4,2.4,But these are only additional packages☹️,deal
97,17,participant_1,0,110.4,123.6,13.2,I get that and understand completely. I have a large number of mouths to feed making the food a necessity or all the firewood to cook whatever we hunt. How many you have?,deal
97,18,participant_2,1,123.6,124.8,1.2,I have three.,deal
97,19,participant_1,0,124.8,130.8,6,I have 8. That is 5 more people to feed for 3 meals per day....,deal
97,20,participant_2,1,130.8,131.8,1,Submit-Deal,deal
97,21,participant_1,0,131.8,132.8,1,Reject-Deal,deal
97,22,participant_1,0,132.8,133.8,1,Submit-Deal,deal
97,23,participant_2,1,133.8,134.8,1,Accept-Deal,deal
98,1,participant_2,1,0,2.4,2.4,"Hello, how are you doing today?",deal
98,2,participant_1,0,2.4,4.8,2.4,Good. How you doing buddy? 🙂,deal
98,3,participant_2,1,4.8,11.2,6.4,"I'm doing pretty good. I plan on camping with the family this weekend, how about you?",deal
98,4,participant_1,0,11.2,15.2,4,"Nice. Same, it's over 100 degrees where I live. 🙂",deal
98,5,participant_2,1,15.2,24,8.8,"Yikes! It's a bit colder up here, that's why I would like to bring some extra firewood to stay warm at night.",deal
98,6,participant_1,0,24,31.2,7.2,"Oh, I see what you did there. No problem I have plenty of firewood for you buddy. 🙂",deal
98,7,participant_2,1,31.2,34.8,3.6,Great! What extra supplies would you like to bring?,deal
98,8,participant_1,0,34.8,39.6,4.8,"Since it's hot there, I get thirsty and dry real quick. 😡",deal
98,9,participant_2,1,39.6,53.2,13.6,"Oh ok, well I plan on bringing some juice, beer and other drinks. So I could spare some extra water. And I am pretty good at fishing, so I won't need much food either",deal
98,10,participant_1,0,53.2,58,4.8,How nice of you. I certain we can work something out. 🙂,deal
98,11,participant_2,1,58,65.6,7.6,"How about I get 3 firewood 0 water 2 food, and you get 0 firewood 3 water 1 food?",deal
98,12,participant_1,0,65.6,66.6,1,Submit-Deal,deal
98,13,participant_2,1,66.6,67.6,1,Accept-Deal,deal
99,1,participant_2,1,0,2.4,2.4,"Hello, how are you doing today?",deal
99,2,participant_1,0,2.4,6.8,4.4,"Hey there, I'm doing well! I'm excited to choose camping supplies.",deal
99,3,participant_2,1,6.8,12.4,5.6,Me too🙂. I packed a lot of food so I have plenty to spare,deal
99,4,participant_1,0,12.4,18.4,6,"that's awesome. I think I need more food myself, but I have tons of water.",deal
99,5,participant_2,1,18.4,25.6,7.2,I really am in need of firewood and would appreciate the extra water if you can spare some,deal
99,6,participant_1,0,25.6,32.8,7.2,"Would it be okay if I was to get 3 food packages, and spare you 3 water packages?",deal
99,7,participant_2,1,32.8,39.6,6.8,That would be great 🙂. Would you be willing to take 1 firewood while I take 2?,deal
99,8,participant_1,0,39.6,43.6,4,"I think that works, I am definitely down for that",deal
99,9,participant_2,1,43.6,44.8,1.2,That is fantastic.,deal
99,10,participant_1,0,44.8,47.6,2.8,I'm glad negotiating feels smooth and clear,deal
99,11,participant_2,1,47.6,55.2,7.6,"I know and out of all the other turkers I have negotiated with, you are by far the fastest.",deal
99,12,participant_1,0,55.2,58.4,3.2,"Great, I'm going to input our agreed amounts.",deal
99,13,participant_2,1,58.4,59.4,1,Submit-Deal,deal
99,14,participant_1,0,59.4,60.4,1,Accept-Deal,deal
100,1,participant_1,0,0,4.4,4.4,"Hi there, good to connect with you. How are you today?",deal
100,2,participant_2,1,4.4,19.2,14.8,"I am good, thank you. What are your preferences? I really need the extra food packages. We are doing a lot of hiking and mountain biking and there are no grocery stores for at least 50 miles.🙂",deal
100,3,participant_1,0,19.2,36.8,17.6,Oh wow that is quite a lot of hiking! I think we will be hanging out a lot overnight and so I am looking for more firewood if possible. My kids can't hike very far and want to do more with smores and marshmellows.,deal
100,4,participant_2,1,36.8,55.2,18.4,"I can work with that. I am willing to give you all of the firewood. We are in a hot climate and won't need too much. Being in a hot climate and with a lot of exercise, I am hoping to take the three water packages.",deal
100,5,participant_1,0,55.2,71.6,16.4,"Thank you for that. I'm happy to give you the food packages as well as we shouldn't need extras. Being around the fire, we are going to be hot as well and dehydrated. I say let's try and split the waters.",deal
100,6,participant_2,1,71.6,84,12.4,We are going to be in an area where there is little potable water. I don't have a water filter either. The extra water will be very important for our group.,deal
100,7,participant_1,0,84,105.2,21.2,I understand. We will have a big group (about 10 people) so we are trying to have as much water as possible as well. If anyone gets dehydrated it'd be the end of the trip and hard to get everyone back to base. What's the fewest amount of bottles you're willing to accept?,deal
100,8,participant_2,1,105.2,123.2,18,"😮Two packages is the lowest I would accept. There is one exception to that. If you were willing to give up 2 firewood, then I would be willing to take 1 water. I think I could trade some extra firewood for water at the campsite.",deal
100,9,participant_1,0,123.2,138.8,15.6,"I understand. I am not willing to give up any firewood, but I'd be willing to do a trade of 1 food for 1 water. So 3 firewood for us, 1 water for us, and 1 food for us.",deal
100,10,participant_2,1,138.8,159.2,20.4,"Sorry, that won't work for me. ☹️ My counteroffer is I will take three waters and two food packages and give you all of the firewood and 1 food. I am running out of time, and if we don't agree, we will both lose out, so please consider this last offer.🙂",deal
100,11,participant_1,0,159.2,161.6,2.4,Okay I can live with that.,deal
100,12,participant_2,1,161.6,164.4,2.8,Great! Let's finalize then . . .,deal
100,13,participant_1,0,164.4,165.4,1,Submit-Deal,deal
100,14,participant_2,1,165.4,166.4,1,Accept-Deal,deal
101,1,participant_1,0,0,4,4,Hi! What sort of packages are you looking for today?,deal
101,2,participant_2,1,4,12.4,8.4,"Hi there! I am looking to have 3 packages of firewood, 2 packages of food, and 1 package of water please.",deal
101,3,participant_1,0,12.4,30,17.6,"Oh we have similar priorities 🙂I am also interested in getting firewood, because I have a condition that makes me very cold, colder than the average person, so I need to make sure I have enough for the trip. Why do you want food",deal
101,4,participant_2,1,30,58.8,28.8,That make sense. I need firewood though too because I have an autoimmune disease. When it flares up - when it gets too cold - I get very sick and have to go to the hospital. I need to make sure I have enough for the trip as well. I need food to keep my metabolism up so I can make sure my disease stays in check. Why do you want food?,deal
101,5,participant_1,0,58.8,72,13.2,"That makes sense . I have a friend coming with me on the camping trip, and she also needs to eat, so I'd like to get an extra package of food if possible.",deal
101,6,participant_2,1,72,81.2,9.2,"Okay that would be fine. If I can have 3 packages of firewood, you can have 2 packages of food. Does that work?",deal
101,7,participant_1,0,81.2,101.6,20.4,"That does not work for me. I need at least one package of firewood. I'm sure you understand, because it seems like we have medical conditions with similar effects. You can take all of the water if I can get 2 packages of food and 1 of firewood. Does that work?",deal
101,8,participant_2,1,101.6,104.8,3.2,I do understand. That will work for me.,deal
101,9,participant_1,0,104.8,108.4,3.6,Could you tell me about why you want water?,deal
101,10,participant_2,1,108.4,121.6,13.2,I want water so I can keep hydrated during this camping trip. It's important for me to drink bottled water vs. getting water out at camping as it may flare up my disease.,deal
101,11,participant_1,0,121.6,130.8,9.2,"Oh interesting! I have a device that allows me to drink pond/stream water by cleaning it, so water isn't as important to me.",deal
101,12,participant_2,1,130.8,131.8,1,Submit-Deal,deal
101,13,participant_1,0,131.8,132.8,1,Accept-Deal,deal
102,1,participant_1,0,0,2,2,Hi there. How are you?,deal
102,2,participant_2,1,2,4.8,2.8,hi i am good how about yourself🙂,deal
102,3,participant_1,0,4.8,7.6,2.8,Pretty good. Ready for this camping trip!,deal
102,4,participant_2,1,7.6,13.2,5.6,as ready as I can be hiking with 3 teenage boys..lol how about you?,deal
102,5,participant_1,0,13.2,22,8.8,"Haha, yeah I can't wait to go. I really need lots of food and a bit of firewood. What do you need?",deal
102,6,participant_2,1,22,33.2,11.2,"Food as well teenage boys you know they eat a lot of food, and then a bit of firewood but i am sure we will agree on something",deal
102,7,participant_1,0,33.2,38,4.8,"Right...hmm. What do you say to 2 food, 1 firewood for me?",deal
102,8,participant_2,1,38,44,6,i am good with that how many waters do you want can i have 2?,deal
102,9,participant_1,0,44,46.4,2.4,Sure we can do that 🙂,deal
102,10,participant_2,1,46.4,51.6,5.2,ok so i get 1 food 2 firewood and 2 water? sound fair?,deal
102,11,participant_1,0,51.6,53.2,1.6,Absolutely that sounds great!,deal
102,12,participant_2,1,53.2,54.2,1,Submit-Deal,deal
102,13,participant_1,0,54.2,55.2,1,Accept-Deal,deal
103,1,participant_1,0,0,12,12,"Hi there.. we're looking forward to this camping trip.. hope you are, too! Is there anything in particular you guys need / want out of the extra stockpile we've got?",deal
103,2,participant_2,1,12,15.2,3.2,Hello! Which item do you need the most?,deal
103,3,participant_1,0,15.2,30,14.8,"Well we actually really NEED all three items.. but I know you might, too - so I want to make a deal that's fair for you.. is there anything in particular your family needs for the trip?",deal
103,4,participant_2,1,30,42,12,"Well, there has to be an item that you need the most. If you tell me what you need the most, we can try to make a deal around it.",deal
103,5,participant_1,0,42,76,34,"Oh I see, its going to be THAT kind of negotiation 🙂 Let's just look at it this way.. I'm with a couple other Floridians so we're not really too worried about firewood as we prefer it cooler, anyway.. and we know the lake is nearby that's stocked with trout for eating if necessary (and of course some fresh water's there, too) - so.. I can tell you that I could go totally without Firewood if I needed to.. I'd rather not, but I could.",deal
103,6,participant_2,1,76,78.8,2.8,Do you prefer food or water more?,deal
103,7,participant_1,0,78.8,88,9.2,"Since the lake is nearby enough, I think we'd be more interested in ensuring there's enough food for my people, I think 🙂",deal
103,8,participant_2,1,88,98,10,"Hmm. I really need food too. I don't care much for water either. How about I take all 3 firewood, 2 food, and 1 water?",deal
103,9,participant_1,0,98,111.6,13.6,"Yeah, that's not going to work for me.. I can give you two food if you really need it, but in exchange I'm going to need two of the water and all the firewood.",deal
103,10,participant_2,1,111.6,117.6,6,"I will just take 3 firewood, 1 food, and 1 water. That work for you?",deal
103,11,participant_1,0,117.6,139.6,22,"Tell you what.. now that I think about it.. you seem like you really need the firewood.. no problem. I want you to have all 3 of them.. and you can have 1 water and 1 food, too.. does that work for you? That would just leave me 2 food, 2 water, and no firewood.",deal
103,12,participant_2,1,139.6,140.6,1,Submit-Deal,deal
103,13,participant_1,0,140.6,141.6,1,Accept-Deal,deal
104,1,participant_1,0,0,6.8,6.8,Hello how are you today? 🙂 Do you have any initial ideas on how to split everything?,deal
104,2,participant_2,1,6.8,16.4,9.6,I was thinking maybe I could have a majority of the fire food and you can have a majority of the water and food.,deal
104,3,participant_1,0,16.4,20.8,4.4,What exactly do you mean by majority? As in everything ?,deal
104,4,participant_2,1,20.8,28.4,7.6,"I was more thinking 2 Firewood for me , 1 food and 1 water? The rest would be yours.",deal
104,5,participant_1,0,28.4,36.8,8.4,"That is a promising bargain but I want at least 2 firewood, it makes for a fun time for my group.",deal
104,6,participant_2,1,36.8,44,7.2,"Interesting , because my group feels the same way though. How does your group feel about water though?",deal
104,7,participant_1,0,44,50.8,6.8,Water is not that important for us but the firewood is a deal breaker for us ☹️,deal
104,8,participant_2,1,50.8,59.2,8.4,I see.... Well we really would like the firewood too though. Could you reconsider it makes a big difference for us.,deal
104,9,participant_1,0,59.2,65.6,6.4,Sorry I will only consider a deal if I can get at least two fire wood.,deal
104,10,participant_2,1,65.6,72.4,6.8,Well if that is the case then I want 1 Firewood 3 waters and 2 Food then.,deal
104,11,participant_1,0,72.4,77.6,5.2,That is kind of excessive though.... 6 - 3 of an item share?,deal
104,12,participant_2,1,77.6,82,4.4,Well you wanted the firewood so take it or leave it.,deal
104,13,participant_1,0,82,89.2,7.2,"Can we do 5 - 4? and 2 fire wood , 1 food and 1 water for me?",deal
104,14,participant_2,1,89.2,90.2,1,No😡,deal
104,15,participant_1,0,90.2,106.2,16,Please its really unfair... The items are still in your favor. My family really needs the firewood and some additional water and food would make our day so much better. You are still coming out on top with excess supplies.,deal
104,16,participant_2,1,106.2,109,2.8,"I guess, I can do that deal...",deal
104,17,participant_1,0,109,111,2,Thank you so much! 🙂,deal
104,18,participant_2,1,111,112,1,Submit-Deal,deal
104,19,participant_1,0,112,113,1,Accept-Deal,deal
105,1,participant_2,1,0,15.6,15.6,"Hello, I want to keep 3 packages of the water and 2 packages of the food and 1 package of the fire wood , and you can keep 1 package of the food and 2 packages of the firewood.",deal
105,2,participant_1,0,15.6,38,22.4,"Could I get 1 package of the water just to be entirely safe?? I really appreciate the 2 packages of firewood as it has been very wet and rainy where I will be going. There will be a lot of standing water, so my chances for having safe water to drink might be a little iffy.",deal
105,3,participant_2,1,38,57.6,19.6,Well I planned on spending a few extra days here at this camping site with my family so the extra water will really come in handy for me over the next few days. I can offer you an extra package of firewood to keep the 3 packages of water.,deal
105,4,participant_1,0,57.6,76.4,18.8,That makes total sense. I will let you keep all 3 of the water packages. If I take the extra firewood for all 3 packages then I can probably boil a lot of the water to get the harmful bacteria out. I really appreciate your generosity 🙂.,deal
105,5,participant_2,1,76.4,92,15.6,"No problem.🙂 So I will keep the 3 packages of water and, since I am giving you all 3 packages of the firewood I will take back the 1 food package and keep all 3 of the food packages.",deal
105,6,participant_1,0,92,110.8,18.8,"I would still like at least 1 package of the food please. There has been a lot of rain in the area, but I think some poisonous mushrooms maybe prevalent in the area, so to be extra cautious I would like a little spare food on hand.",deal
105,7,participant_2,1,110.8,125.2,14.4,You don't have to eat the poison mushrooms. You can catch some fish from the river or hunt for small animals. You have all of the firewood so cooking the food should not be a problem.,deal
105,8,participant_1,0,125.2,145.2,20,"I won't willingly eat the poisonous mushrooms, but it could be very hard to tell the difference from safe and toxic ones. I understand you will be staying in your area for a few extra days, but can you catch fish or hunt for small animals in your area too?",deal
105,9,participant_2,1,145.2,159.2,14,I do not have any extra firewood to do so.☹️ So if I can keep 1 package of firewood so I hunt and cook the fish. I will give you 1 package of the food.,deal
105,10,participant_1,0,159.2,167.2,8,I would be willing to give up 1 package of the firewood to you for 1 package of the food.,deal
105,11,participant_2,1,167.2,178.4,11.2,"Thanks🙂 I will give you 1 package of the food and 2 packages of the firewood, while I keep the rest of the supplies for my extended trip.",deal
105,12,participant_1,0,178.4,179.4,1,Submit-Deal,deal
105,13,participant_2,1,179.4,180.4,1,Accept-Deal,deal
106,1,participant_1,0,0,2,2,Hi! How are you doing?,deal
106,2,participant_2,1,2,4.8,2.8,I'm well! Excited for this camping trip.,deal
106,3,participant_1,0,4.8,10.4,5.6,Same! I'm a little worried about some of my supplies though. What about you?,deal
106,4,participant_2,1,10.4,13.6,3.2,Likewise! What are you most in need of?,deal
106,5,participant_1,0,13.6,42.8,29.2,"Well, I'm camping up on a snowy mountain and I gave some of my food away to hikers who were passing me and were very tired and hungry, so I'd really like to get some more food. Firewood would be useful too, although I do have a thick coat and a sleeping bag. I plan on melting the snow to get water, so I don't think I'll need that too much. And you?",deal
106,6,participant_2,1,42.8,54,11.2,"I have the same needs. I have a low metabolism, so I need food and firewood to keep me warm and energized. Water I plan on filtering elsewhere.",deal
106,7,participant_1,0,54,64,10,"Ok, well, I'd like to help. How about if I take 2 food and 1 firewood and 2 water, and you can keep the rest?",deal
106,8,participant_2,1,64,71.6,7.6,Would you mind if you got 3 food and 1 water and I got 3 firewood and 2 water?,deal
106,9,participant_1,0,71.6,77.2,5.6,I'd like some firewood though... Would 3 food and 1 firewood for me work?,deal
106,10,participant_2,1,77.2,79.6,2.4,"I would probably do that, yes",deal
106,11,participant_1,0,79.6,80.6,1,Submit-Deal,deal
106,12,participant_2,1,80.6,81.6,1,Accept-Deal,deal
107,1,participant_2,1,0,1,1,Hello,deal
107,2,participant_1,0,1,3,2,HI how are you today?,deal
107,3,participant_2,1,3,8.2,5.2,Good. I am diabetic so would like to take 3 of the food,deal
107,4,participant_1,0,8.2,20.6,12.4,"I would do that but our meat spoiled because the ice box was not properly closed. How about you get 2 of the meat, and I get 3 of the water?",deal
107,5,participant_2,1,20.6,35.8,15.2,"ok I will just be able to get by with 2 of the food, I can give you all 3 of the water if I can take 2 of the wood. I have panic attacks in the dark.",deal
107,6,participant_1,0,35.8,38.6,2.8,Okay that works for me as well.,deal
107,7,participant_2,1,38.6,46.2,7.6,awesome any chance I could persuade you to substitute your 1 food item for an additional fire wood 🙂,deal
107,8,participant_1,0,46.2,58.6,12.4,"No I cannot do that unfortunately. We brought just enough food for our weekend trip, and I cannot lose any or we will run out before our camping trip is over.",deal
107,9,participant_2,1,58.6,66.2,7.6,"OK, just thought I'd ask, so are we settled on you getting 1 Food, 1 firewood and 3 waters?",deal
107,10,participant_1,0,66.2,69.8,3.6,Yes that sounds like it will work for me.,deal
107,11,participant_2,1,69.8,71.8,2,Great. Have a good day,deal
107,12,participant_1,0,71.8,72.8,1,Submit-Deal,deal
107,13,participant_2,1,72.8,73.8,1,Accept-Deal,deal
108,1,participant_1,0,0,1,1,Hello,deal
108,2,participant_2,1,1,2,1,Hi there!,deal
108,3,participant_1,0,2,10.8,8.8,"Im really low in food, is it ok if I get 3 Food, 1 water & 1 firewood? What do you think?",deal
108,4,participant_2,1,10.8,23.2,12.4,"With the cool weather in degrees lower than expected, my family of 7 are consuming firewood faster than expected. Thus, I would like all the firewood in exchange for the food",deal
108,5,participant_1,0,23.2,30.8,7.6,"Oh ok, that will be great. How about the water? Is 2 for me and 1 for you ok?",deal
108,6,participant_2,1,30.8,33.2,2.4,How about 2 for me 🙂,deal
108,7,participant_1,0,33.2,39.6,6.4,I have 3 kids with me who are always thirsty but we can negotiate for it,deal
108,8,participant_2,1,39.6,40.8,1.2,Ok. Thats fine,deal
108,9,participant_1,0,40.8,42,1.2,Oh great 🙂,deal
108,10,participant_2,1,42,47.6,5.6,There is really not much option of evenness since its an odd number package.,deal
108,11,participant_1,0,47.6,57.6,10,"I agree with you, thank you for understanding. But I think we had a great deal. Have a wonderful to you and your family. 🙂",deal
108,12,participant_2,1,57.6,58.6,1,Submit-Deal,deal
108,13,participant_1,0,58.6,59.6,1,Accept-Deal,deal
109,1,participant_1,0,0,4.4,4.4,How many of each extra package are you thinking you need?,deal
109,2,participant_2,1,4.4,14.8,10.4,"I would prefer to take all of the firewood, split the food, and you could have all of the water. What do you need the most?",deal
109,3,participant_1,0,14.8,26.8,12,"Splitting the food is what I was thinking as well, but I'd also like to split the firewood. We can split the water or I'm fine taking all of that.",deal
109,4,participant_2,1,26.8,34.4,7.6,"I would be willing to take 2 firewood, 3 food, and 1 water if that would work for you.",deal
109,5,participant_1,0,34.4,41.2,6.8,"Hmm I think I should take 2 food, 1 firewood, and 3 water. What do you think?",deal
109,6,participant_2,1,41.2,49.2,8,Is your first priority the water? I'm definitely willing to split up by what is most important to us both.,deal
109,7,participant_1,0,49.2,64.4,15.2,Food is actually my first priority but since it seems to be first priority for us both I thought we could split that. Water doesn't seem to be a priority for you so thought I could take that,deal
109,8,participant_2,1,64.4,68.8,4.4,My first priority is actually firewood. Food is my second. 🙂,deal
109,9,participant_1,0,68.8,77.2,8.4,"Okay so would 2 firewood for you and 1 for me work, and 2 food for me and 1 for you?",deal
109,10,participant_2,1,77.2,83.2,6,I can definitely agree to that. What was your second preference? Water was my third.,deal
109,11,participant_1,0,83.2,87.2,4,firewood is my second preference and water is my third,deal
109,12,participant_2,1,87.2,96.8,9.6,"Well, water doesn't benefit either of us much, so you can have two. So you will take 2 food, 1 firewood and 2 water?",deal
109,13,participant_1,0,96.8,99.2,2.4,Yes that sounds good to me,deal
109,14,participant_2,1,99.2,100.2,1,Submit-Deal,deal
109,15,participant_1,0,100.2,101.2,1,Accept-Deal,deal
110,1,participant_2,1,0,2,2,"Hello, how are you today?",deal
110,2,participant_1,0,2,4.8,2.8,I am doing good. How about yourself?,deal
110,3,participant_2,1,4.8,10,5.2,"I am great, i am really excited about going camping, how about you?",deal
110,4,participant_1,0,10,16.8,6.8,"Yeah, I want to make sure i am prepared. What do you think are the bests options?",deal
110,5,participant_2,1,16.8,29.6,12.8,Well i would really like to have extra firewood since i am afraid of the dark and i don't need extra water so i was hoping you would want to trade that,deal
110,6,participant_1,0,29.6,37.2,7.6,"Yes, I think that sounds like a good option. I personally could use more food. I like to eat.",deal
110,7,participant_2,1,37.2,40.8,3.6,how do you propose we split the food then?,deal
110,8,participant_1,0,40.8,48.8,8,Well I don't mind either way about the food. I'll recommend giving you 2 firewood 1 food and 1 water.,deal
110,9,participant_2,1,48.8,54,5.2,how about you get 3 waters and 2 foods? Does that work better?,deal
110,10,participant_1,0,54,59.2,5.2,yes how much firewood. I need at least 1 to cook the food.,deal
110,11,participant_2,1,59.2,70.8,11.6,"you should have enough firewood in the basic supplies to cook the food i think, with three waters and 2 foods you get 5 items and i get 4",deal
110,12,participant_1,0,70.8,71.8,1,Submit-Deal,deal
110,13,participant_2,1,71.8,72.8,1,Accept-Deal,deal
111,1,participant_2,1,0,10,10,"Hello, what is your preference for supplies? I would prefer to have as much extra firewood as possible, but am relatively indifferent to the rest.",deal
111,2,participant_1,0,10,14,4,yes we have to supply more how much you want,deal
111,3,participant_2,1,14,21.2,7.2,"I would like 3 firewood, and 2 food. You can have 1 food and all of the water.",deal
111,4,participant_1,0,21.2,26,4.8,oh okay I will send you what are the materials you have,deal
111,5,participant_2,1,26,38.8,12.8,"I already have a good supply of fresh water from the lake I will be camping by, and can hunt for some food but not all. What are you in need of?",deal
111,6,participant_1,0,38.8,43.2,4.4,"oh that's great, what type of quality you have from us",deal
111,7,participant_2,1,43.2,49.6,6.4,I have high quality water? I'm not sure if I understand that question to be honest.,deal
111,8,participant_1,0,49.6,54.4,4.8,"oh okay, you understand correctly, when you take the material from us",deal
111,9,participant_2,1,54.4,58.8,4.4,"Okay, sounds good then. I believe we have a deal then.",deal
111,10,participant_1,0,58.8,63.2,4.4,"yes, we have a good deal. you want water from us",deal
111,11,participant_2,1,63.2,69.2,6,"No, I want firewood and food. No water. I want 3 firewood and 2 food.",deal
111,12,participant_1,0,69.2,72.8,3.6,"okay, that's great deal we can finalize a deal",deal
111,13,participant_2,1,72.8,73.8,1,Submit-Deal,deal
111,14,participant_1,0,73.8,74.8,1,Accept-Deal,deal
112,1,participant_1,0,0,1,1,hello,deal
